name,salary_from,salary_to,salary_currency,area_name,published_at
Текстант/Транскрибатор/Редактор текста и ввода данных (удаленно),,70000.0,RUR,Мурино,2022-12-16T11:42:08+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Котово,2022-12-16T12:25:31+0300
Менеджер сервисного отдела,70000.0,,RUR,Хабаровск,2022-12-16T11:05:16+0300
Токарь (в Казань),96000.0,118000.0,RUR,Уфа,2022-12-16T11:09:34+0300
Редактор текста и ввода данных (удалённо),,70000.0,RUR,Чебоксары,2022-12-16T11:02:55+0300
Работник декорации (гипермаркет АШАН Акварель),26100.0,26900.0,RUR,Тольятти,2022-12-16T10:34:49+0300
Fullstack developer,,,,Москва,2022-12-16T11:11:41+0300
Токарь,180000.0,,RUR,Красноярск,2022-12-16T12:49:46+0300
Механик участка,,168000.0,RUR,Казань,2022-12-16T10:16:49+0300
Системный администратор,25000.0,40000.0,RUR,Ярославль,2022-12-16T12:51:01+0300
Менеджер в сервисный центр Bindli,35000.0,75000.0,RUR,Рязань,2022-12-16T12:20:19+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Суровикино,2022-12-16T12:25:31+0300
Project manager,,,,Минск,2022-12-16T11:18:59+0300
Помощник инженера Linux,,,,Москва,2022-12-16T11:30:06+0300
Инженер-электронщик,,,,Москва,2022-12-16T12:11:12+0300
Инженер по тестированию сетевого оборудования,50000.0,,RUR,Новосибирск,2022-12-16T12:32:02+0300
Специалист по контролю и поддержке акций,60000.0,60000.0,RUR,Москва,2022-12-16T10:29:21+0300
Монтажник слаботочных систем,80000.0,,RUR,Москва,2022-12-16T10:23:41+0300
Инженер по сборке компьютеров и серверов,160000.0,,RUR,Санкт-Петербург,2022-12-16T11:04:01+0300
HR-аналитик,50000.0,,RUR,Якутск,2022-12-16T12:39:17+0300
Заместитель главного механика,120000.0,,RUR,Кингисепп,2022-12-16T11:52:26+0300
Графический дизайнер в PR,,,,Вологда,2022-12-16T12:04:17+0300
Стажер-разработчик С++ (IDS MC),,,,Санкт-Петербург,2022-12-16T12:45:59+0300
UX-дизайнер в IT-компанию (удаленно),100000.0,130000.0,RUR,Екатеринбург,2022-12-16T11:57:47+0300
"Стажер (ручное тестирование, IDS NS)",,20000.0,RUR,Уфа,2022-12-16T12:18:20+0300
Руководитель проектов в сфере телекоммуникаций,75000.0,,RUR,Санкт-Петербург,2022-12-16T12:18:34+0300
Java разработчик на мобильную RTS,,,,Кострома,2022-12-16T10:54:22+0300
Аналитик веб-приложений,,,,Москва,2022-12-16T12:33:38+0300
Механик по ремонту и обслуживанию грузоподъемной и дорожно-строительной техники,70000.0,,RUR,Уфа,2022-12-16T11:34:24+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-16T11:59:21+0300
Токарь,110000.0,,RUR,Саратов,2022-12-16T10:26:15+0300
Сервисный инженер,,27200.0,RUR,Астрахань,2022-12-16T10:17:15+0300
Наладчик - оператор токарного автомата продольного точения,150000.0,,RUR,Санкт-Петербург,2022-12-16T10:21:11+0300
Java Developer,,,,Ростов-на-Дону,2022-12-16T12:19:30+0300
Senior PHP developer Laravel (fintech),,350000.0,RUR,Москва,2022-12-16T12:47:50+0300
Web-программист,,,,Новосибирск,2022-12-16T12:47:59+0300
Мастер по ремонту компьютеров / Компьютерный мастер / Системный администратор,70000.0,120000.0,RUR,Зеленоград,2022-12-16T11:11:01+0300
Руководитель проекта (крупногабаритный транспорт),130000.0,200000.0,RUR,Москва,2022-12-16T11:39:49+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Богучар,2022-12-16T12:10:30+0300
Ведущий бизнес-аналитик (маркетинг),,,,Москва,2022-12-16T12:51:46+0300
Механик участка,,168000.0,RUR,Новороссийск,2022-12-16T10:16:49+0300
Frontend-разработчик middle (Angular),,,,Москва,2022-12-16T10:41:32+0300
Аналитик/Методолог,,,,Москва,2022-12-16T12:14:48+0300
Ip-телефонист,,180000.0,RUR,Москва,2022-12-16T11:25:40+0300
Инженер по сборке компьютеров и серверов,160000.0,,RUR,Казань,2022-12-16T11:04:01+0300
Дизайнер СТМ,,,,Москва,2022-12-16T10:16:26+0300
Ведущий инженер по тестированию (QA Automation Engineer),,,,Москва,2022-12-16T10:57:01+0300
Специалист отдела технической поддержки,35000.0,39000.0,RUR,Воронеж,2022-12-16T10:24:41+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Острогожск,2022-12-16T12:10:30+0300
Тимлид команды аналитиков,,,,Москва,2022-12-16T11:50:04+0300
Web-разработчик (Bitrix) (офис/удаленно),50000.0,,RUR,Барнаул,2022-12-16T12:38:23+0300
Программист 1С,,,,Москва,2022-12-16T10:16:23+0300
Инженер функционального сопровождения платформы Data Lake,,,,Москва,2022-12-16T10:09:17+0300
Тестировщик 1С,25000.0,80000.0,RUR,Симферополь,2022-12-16T10:05:58+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Спасск,2022-12-16T12:10:30+0300
Аналитик бизнес-процессов (Липецк),,100000.0,RUR,Воронеж,2022-12-16T12:41:29+0300
Руководитель отдела аналитики данных,,,,Москва,2022-12-16T10:37:16+0300
Разработчик покерного бота (офис),,150000.0,RUR,Санкт-Петербург,2022-12-16T11:18:30+0300
IT-специалист,40000.0,50000.0,RUR,Великий Новгород,2022-12-16T11:19:29+0300
DevOps-инженер,,,,Санкт-Петербург,2022-12-16T11:51:44+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Ершов,2022-12-16T12:25:31+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Белинский,2022-12-16T12:10:30+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Городище (Пензенская область),2022-12-16T12:10:30+0300
Исполнительный директор Управления развития автоматизированных систем,,,,Москва,2022-12-16T11:44:15+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Сурск,2022-12-16T12:10:30+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Комсомольский (Республика Мордовия),2022-12-16T12:25:31+0300
Ведущий инженер сервисной службы,,,,Москва,2022-12-16T11:24:30+0300
Начальник транспортного цеха (г. Верхний Уфалей),80000.0,,RUR,Полевской,2022-12-16T12:30:07+0300
Механик участка,,168000.0,RUR,Санкт-Петербург,2022-12-16T10:16:47+0300
Продакт-менеджер / Бренд-менеджер по СТМ,,,,Москва,2022-12-16T12:22:51+0300
Специалист по защите информации,,68000.0,RUR,Калуга,2022-12-16T12:01:45+0300
Системный аналитик,,,,Москва,2022-12-16T12:44:36+0300
Токарь,110000.0,,RUR,Тула,2022-12-16T10:26:18+0300
Оператор станков с ЧПУ (лазерная резка листового металла),40000.0,60000.0,RUR,Ижевск,2022-12-16T12:07:50+0300
Листогибщик (Вальцовщик),92000.0,,RUR,Магнитогорск,2022-12-16T10:22:58+0300
Стажер-администратор проекта,,,,Пенза,2022-12-16T11:06:49+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Торбеево,2022-12-16T12:25:31+0300
Программист микроконтроллеров,,,,Москва,2022-12-16T11:46:03+0300
Разработчик Python,250000.0,,RUR,Москва,2022-12-16T12:52:44+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Калач-на-Дону,2022-12-16T12:25:31+0300
Главный эксперт поддержки сетевой инфраструктуры,,147000.0,RUR,Москва,2022-12-16T11:38:18+0300
